Module	SS	value
M198	Resnik	0.00
M198	Lin	0.00
M198	Nunivers	0.00
M198	AIC	0.00
M198	DAVID	0.0
M197	DF	0.00
M197	Ganesan	0.00
M197	LC	0.00
M197	PS	0.00
M197	Zhou	0.00
M197	Resnik	0.00
M197	Lin	0.00
M197	Nunivers	0.00
M197	AIC	0.00
M197	DAVID	0.0
M196	DF	64.71
M196	Ganesan	0.00
M196	LC	23.53
M196	PS	64.71
M196	Zhou	0.00
M196	Resnik	47.06
M196	Lin	35.29
M196	Nunivers	64.71
M196	AIC	64.71
M196	DAVID	70.58823529411765
M195	DF	0.00
M195	Ganesan	0.00
M195	LC	0.00
M195	PS	0.00
M195	Zhou	0.00
M195	Resnik	33.33
M195	Lin	0.00
M195	Nunivers	33.33
M195	AIC	0.00
M195	DAVID	8.333333333333332
M194	DF	0.00
M194	Ganesan	0.00
M194	LC	0.00
M194	PS	0.00
M194	Zhou	0.00
M194	Resnik	0.00
M194	Lin	0.00
M194	Nunivers	0.00
M194	AIC	0.00
M194	DAVID	0.0
M193	DF	0.00
M193	Ganesan	0.00
M193	LC	0.00
M193	PS	0.00
M193	Zhou	0.00
M193	Resnik	0.00
M193	Lin	0.00
M193	Nunivers	0.00
M193	AIC	0.00
M193	DAVID	0.0
M192	DF	0.00
M192	Ganesan	0.00
M192	LC	0.00
M192	PS	0.00
M192	Zhou	0.00
M192	Resnik	0.00
M192	Lin	0.00
M192	Nunivers	0.00
M192	AIC	0.00
M192	DAVID	100.0
M99	DF	0.00
M99	Ganesan	0.00
M99	LC	0.00
M99	PS	0.00
M99	Zhou	0.00
M99	Resnik	0.00
M99	Lin	0.00
M99	Nunivers	0.00
M99	AIC	0.00
M99	DAVID	0.0
M191	DF	83.33
M191	Ganesan	0.00
M191	LC	0.00
M191	PS	61.11
M191	Zhou	0.00
M191	Resnik	72.22
M191	Lin	72.22
M191	Nunivers	77.78
M191	AIC	83.33
M191	DAVID	72.22222222222221
M190	DF	0.00
M190	Ganesan	0.00
M190	LC	0.00
M190	PS	0.00
M190	Zhou	0.00
M190	Resnik	0.00
M190	Lin	0.00
M190	Nunivers	0.00
M190	AIC	0.00
M190	DAVID	100.0
M97	DF	70.00
M97	Ganesan	70.00
M97	LC	0.00
M97	PS	70.00
M97	Zhou	0.00
M97	Resnik	60.00
M97	Lin	60.00
M97	Nunivers	70.00
M97	AIC	70.00
M97	DAVID	30.0
M209	DF	70.00
M209	Ganesan	0.00
M209	LC	0.00
M209	PS	0.00
M209	Zhou	0.00
M209	Resnik	0.00
M209	Lin	0.00
M209	Nunivers	0.00
M209	AIC	0.00
M209	DAVID	70.0
M96	DF	90.00
M96	Ganesan	90.00
M96	LC	0.00
M96	PS	90.00
M96	Zhou	0.00
M96	Resnik	0.00
M96	Lin	90.00
M96	Nunivers	90.00
M96	AIC	90.00
M96	DAVID	90.0
M208	DF	0.00
M208	Ganesan	0.00
M208	LC	0.00
M208	PS	0.00
M208	Zhou	0.00
M208	Resnik	0.00
M208	Lin	0.00
M208	Nunivers	0.00
M208	AIC	0.00
M208	DAVID	0.0
M207	DF	0.00
M207	Ganesan	0.00
M207	LC	0.00
M207	PS	0.00
M207	Zhou	0.00
M207	Resnik	0.00
M207	Lin	0.00
M207	Nunivers	0.00
M207	AIC	0.00
M207	DAVID	0.0
M94	DF	100.00
M94	Ganesan	100.00
M94	LC	0.00
M94	PS	33.33
M94	Zhou	0.00
M94	Resnik	100.00
M94	Lin	100.00
M94	Nunivers	100.00
M94	AIC	100.00
M94	DAVID	100.0
M184.1	DF	0.00
M184.1	Ganesan	0.00
M184.1	LC	0.00
M184.1	PS	0.00
M184.1	Zhou	0.00
M184.1	Resnik	0.00
M184.1	Lin	0.00
M184.1	Nunivers	0.00
M184.1	AIC	0.00
M184.1	DAVID	0.0
M206	DF	100.00
M206	Ganesan	78.57
M206	LC	0.00
M206	PS	28.57
M206	Zhou	0.00
M206	Resnik	92.86
M206	Lin	100.00
M206	Nunivers	100.00
M206	AIC	100.00
M206	DAVID	85.71428571428571
M93	DF	0.00
M93	Ganesan	0.00
M93	LC	0.00
M93	PS	0.00
M93	Zhou	0.00
M93	Resnik	0.00
M93	Lin	0.00
M93	Nunivers	0.00
M93	AIC	0.00
M93	DAVID	100.0
M184.0	DF	0.00
M184.0	Ganesan	0.00
M184.0	LC	0.00
M184.0	PS	0.00
M184.0	Zhou	0.00
M184.0	Resnik	0.00
M184.0	Lin	0.00
M184.0	Nunivers	0.00
M184.0	AIC	0.00
M184.0	DAVID	0.0
M205	DF	0.00
M205	Ganesan	0.00
M205	LC	0.00
M205	PS	0.00
M205	Zhou	0.00
M205	Resnik	0.00
M205	Lin	0.00
M205	Nunivers	0.00
M205	AIC	0.00
M205	DAVID	0.0
M92	DF	100.00
M92	Ganesan	0.00
M92	LC	0.00
M92	PS	0.00
M92	Zhou	0.00
M92	Resnik	60.00
M92	Lin	100.00
M92	Nunivers	100.00
M92	AIC	0.00
M92	DAVID	100.0
M91	DF	100.00
M91	Ganesan	100.00
M91	LC	100.00
M91	PS	100.00
M91	Zhou	0.00
M91	Resnik	100.00
M91	Lin	100.00
M91	Nunivers	100.00
M91	AIC	100.00
M91	DAVID	100.0
M203	DF	0.00
M203	Ganesan	0.00
M203	LC	0.00
M203	PS	0.00
M203	Zhou	0.00
M203	Resnik	0.00
M203	Lin	0.00
M203	Nunivers	0.00
M203	AIC	0.00
M203	DAVID	0.0
M90	DF	0.00
M90	Ganesan	0.00
M90	LC	0.00
M90	PS	0.00
M90	Zhou	0.00
M90	Resnik	0.00
M90	Lin	0.00
M90	Nunivers	0.00
M90	AIC	0.00
M90	DAVID	0.0
M202	DF	66.67
M202	Ganesan	0.00
M202	LC	0.00
M202	PS	0.00
M202	Zhou	0.00
M202	Resnik	66.67
M202	Lin	58.33
M202	Nunivers	66.67
M202	AIC	66.67
M202	DAVID	58.333333333333336
M201	DF	0.00
M201	Ganesan	0.00
M201	LC	0.00
M201	PS	0.00
M201	Zhou	0.00
M201	Resnik	0.00
M201	Lin	0.00
M201	Nunivers	0.00
M201	AIC	0.00
M201	DAVID	0.0
M200	DF	0.00
M200	Ganesan	45.45
M200	LC	0.00
M200	PS	45.45
M200	Zhou	0.00
M200	Resnik	0.00
M200	Lin	0.00
M200	Nunivers	54.55
M200	AIC	0.00
M200	DAVID	54.54545454545454
M41.4	DF	0.00
M41.4	Ganesan	0.00
M41.4	LC	0.00
M41.4	PS	0.00
M41.4	Zhou	0.00
M41.4	Resnik	0.00
M41.4	Lin	0.00
M41.4	Nunivers	40.00
M41.4	AIC	0.00
M41.4	DAVID	0.0
M41.3	DF	0.00
M41.3	Ganesan	0.00
M41.3	LC	0.00
M41.3	PS	0.00
M41.3	Zhou	0.00
M41.3	Resnik	0.00
M41.3	Lin	0.00
M41.3	Nunivers	0.00
M41.3	AIC	0.00
M41.3	DAVID	0.0
M41.2	DF	0.00
M41.2	Ganesan	0.00
M41.2	LC	0.00
M41.2	PS	0.00
M41.2	Zhou	0.00
M41.2	Resnik	0.00
M41.2	Lin	0.00
M41.2	Nunivers	0.00
M41.2	AIC	0.00
M41.2	DAVID	0.0
M41.1	DF	0.00
M41.1	Ganesan	0.00
M41.1	LC	0.00
M41.1	PS	0.00
M41.1	Zhou	0.00
M41.1	Resnik	0.00
M41.1	Lin	0.00
M41.1	Nunivers	0.00
M41.1	AIC	0.00
M41.1	DAVID	0.0
M41.0	DF	0.00
M41.0	Ganesan	0.00
M41.0	LC	0.00
M41.0	PS	0.00
M41.0	Zhou	0.00
M41.0	Resnik	0.00
M41.0	Lin	0.00
M41.0	Nunivers	0.00
M41.0	AIC	0.00
M41.0	DAVID	0.0
M189	DF	87.50
M189	Ganesan	43.75
M189	LC	0.00
M189	PS	50.00
M189	Zhou	0.00
M189	Resnik	68.75
M189	Lin	75.00
M189	Nunivers	87.50
M189	AIC	87.50
M189	DAVID	62.5
M9	DF	100.00
M9	Ganesan	0.00
M9	LC	0.00
M9	PS	72.73
M9	Zhou	0.00
M9	Resnik	100.00
M9	Lin	100.00
M9	Nunivers	100.00
M9	AIC	100.00
M9	DAVID	100.0
M188	DF	0.00
M188	Ganesan	0.00
M188	LC	0.00
M188	PS	0.00
M188	Zhou	0.00
M188	Resnik	0.00
M188	Lin	0.00
M188	Nunivers	0.00
M188	AIC	0.00
M188	DAVID	0.0
S11	DF	54.05
S11	Ganesan	62.16
S11	LC	51.35
S11	PS	59.46
S11	Zhou	0.00
S11	Resnik	67.57
S11	Lin	59.46
S11	Nunivers	51.35
S11	AIC	54.05
S11	DAVID	62.16216216216216
M8	DF	55.56
M8	Ganesan	0.00
M8	LC	0.00
M8	PS	61.11
M8	Zhou	0.00
M8	Resnik	55.56
M8	Lin	55.56
M8	Nunivers	61.11
M8	AIC	55.56
M8	DAVID	61.111111111111114
M187	DF	0.00
M187	Ganesan	0.00
M187	LC	0.00
M187	PS	0.00
M187	Zhou	0.00
M187	Resnik	0.00
M187	Lin	50.00
M187	Nunivers	50.00
M187	AIC	0.00
M187	DAVID	16.666666666666664
S10	DF	72.00
S10	Ganesan	72.00
S10	LC	0.00
S10	PS	70.67
S10	Zhou	0.00
S10	Resnik	54.67
S10	Lin	70.67
S10	Nunivers	72.00
S10	AIC	72.00
S10	DAVID	65.33333333333333
M186	DF	0.00
M186	Ganesan	0.00
M186	LC	0.00
M186	PS	0.00
M186	Zhou	0.00
M186	Resnik	0.00
M186	Lin	0.00
M186	Nunivers	0.00
M186	AIC	0.00
M186	DAVID	0.0
M6	DF	75.00
M6	Ganesan	75.00
M6	LC	0.00
M6	PS	56.25
M6	Zhou	0.00
M6	Resnik	21.88
M6	Lin	65.62
M6	Nunivers	75.00
M6	AIC	75.00
M6	DAVID	75.0
M185	DF	0.00
M185	Ganesan	0.00
M185	LC	0.00
M185	PS	0.00
M185	Zhou	0.00
M185	Resnik	0.00
M185	Lin	0.00
M185	Nunivers	0.00
M185	AIC	0.00
M185	DAVID	0.0
M183	DF	0.00
M183	Ganesan	0.00
M183	LC	0.00
M183	PS	0.00
M183	Zhou	0.00
M183	Resnik	0.00
M183	Lin	0.00
M183	Nunivers	0.00
M183	AIC	0.00
M183	DAVID	0.0
M3	DF	93.62
M3	Ganesan	95.74
M3	LC	93.62
M3	PS	100.00
M3	Zhou	0.00
M3	Resnik	95.74
M3	Lin	95.74
M3	Nunivers	97.87
M3	AIC	97.87
M3	DAVID	93.61702127659575
M182	DF	50.00
M182	Ganesan	56.25
M182	LC	0.00
M182	PS	0.00
M182	Zhou	0.00
M182	Resnik	50.00
M182	Lin	50.00
M182	Nunivers	68.75
M182	AIC	50.00
M182	DAVID	62.5
M181	DF	70.00
M181	Ganesan	0.00
M181	LC	0.00
M181	PS	0.00
M181	Zhou	0.00
M181	Resnik	0.00
M181	Lin	0.00
M181	Nunivers	90.00
M181	AIC	0.00
M181	DAVID	90.0
M180	DF	0.00
M180	Ganesan	0.00
M180	LC	0.00
M180	PS	0.00
M180	Zhou	0.00
M180	Resnik	0.00
M180	Lin	0.00
M180	Nunivers	0.00
M180	AIC	0.00
M180	DAVID	100.0
M87	DF	95.83
M87	Ganesan	0.00
M87	LC	20.83
M87	PS	91.67
M87	Zhou	20.83
M87	Resnik	75.00
M87	Lin	95.83
M87	Nunivers	95.83
M87	AIC	95.83
M87	DAVID	100.0
M0	DF	91.67
M0	Ganesan	66.67
M0	LC	0.00
M0	PS	75.00
M0	Zhou	0.00
M0	Resnik	75.00
M0	Lin	83.33
M0	Nunivers	91.67
M0	AIC	91.67
M0	DAVID	83.33333333333334
M85	DF	100.00
M85	Ganesan	58.33
M85	LC	58.33
M85	PS	33.33
M85	Zhou	58.33
M85	Resnik	100.00
M85	Lin	91.67
M85	Nunivers	100.00
M85	AIC	100.00
M85	DAVID	100.0
M84	DF	70.00
M84	Ganesan	0.00
M84	LC	0.00
M84	PS	50.00
M84	Zhou	0.00
M84	Resnik	70.00
M84	Lin	70.00
M84	Nunivers	70.00
M84	AIC	0.00
M84	DAVID	90.0
M83	DF	60.00
M83	Ganesan	0.00
M83	LC	0.00
M83	PS	60.00
M83	Zhou	0.00
M83	Resnik	0.00
M83	Lin	0.00
M83	Nunivers	40.00
M83	AIC	60.00
M83	DAVID	50.0
M98.1	DF	0.00
M98.1	Ganesan	0.00
M98.1	LC	0.00
M98.1	PS	0.00
M98.1	Zhou	0.00
M98.1	Resnik	0.00
M98.1	Lin	0.00
M98.1	Nunivers	0.00
M98.1	AIC	0.00
M98.1	DAVID	0.0
M4.15	DF	36.36
M4.15	Ganesan	36.36
M4.15	LC	0.00
M4.15	PS	0.00
M4.15	Zhou	0.00
M4.15	Resnik	36.36
M4.15	Lin	36.36
M4.15	Nunivers	45.45
M4.15	AIC	0.00
M4.15	DAVID	27.27272727272727
M82	DF	100.00
M82	Ganesan	46.15
M82	LC	46.15
M82	PS	46.15
M82	Zhou	46.15
M82	Resnik	100.00
M82	Lin	92.31
M82	Nunivers	100.00
M82	AIC	100.00
M82	DAVID	100.0
M98.0	DF	0.00
M98.0	Ganesan	0.00
M98.0	LC	0.00
M98.0	PS	0.00
M98.0	Zhou	0.00
M98.0	Resnik	0.00
M98.0	Lin	0.00
M98.0	Nunivers	0.00
M98.0	AIC	0.00
M98.0	DAVID	0.0
M4.14	DF	90.00
M4.14	Ganesan	60.00
M4.14	LC	0.00
M4.14	PS	0.00
M4.14	Zhou	60.00
M4.14	Resnik	60.00
M4.14	Lin	60.00
M4.14	Nunivers	90.00
M4.14	AIC	60.00
M4.14	DAVID	80.0
M81	DF	97.14
M81	Ganesan	97.14
M81	LC	37.14
M81	PS	97.14
M81	Zhou	14.29
M81	Resnik	94.29
M81	Lin	94.29
M81	Nunivers	97.14
M81	AIC	94.29
M81	DAVID	82.85714285714286
M4.13	DF	81.82
M4.13	Ganesan	72.73
M4.13	LC	63.64
M4.13	PS	63.64
M4.13	Zhou	36.36
M4.13	Resnik	54.55
M4.13	Lin	54.55
M4.13	Nunivers	81.82
M4.13	AIC	81.82
M4.13	DAVID	63.63636363636363
M80	DF	0.00
M80	Ganesan	0.00
M80	LC	0.00
M80	PS	0.00
M80	Zhou	0.00
M80	Resnik	0.00
M80	Lin	0.00
M80	Nunivers	0.00
M80	AIC	0.00
M80	DAVID	100.0
M4.12	DF	91.67
M4.12	Ganesan	83.33
M4.12	LC	0.00
M4.12	PS	58.33
M4.12	Zhou	0.00
M4.12	Resnik	0.00
M4.12	Lin	50.00
M4.12	Nunivers	83.33
M4.12	AIC	0.00
M4.12	DAVID	75.0
M4.11	DF	75.00
M4.11	Ganesan	33.33
M4.11	LC	0.00
M4.11	PS	75.00
M4.11	Zhou	0.00
M4.11	Resnik	50.00
M4.11	Lin	41.67
M4.11	Nunivers	66.67
M4.11	AIC	0.00
M4.11	DAVID	50.0
M4.10	DF	85.71
M4.10	Ganesan	92.86
M4.10	LC	0.00
M4.10	PS	92.86
M4.10	Zhou	0.00
M4.10	Resnik	85.71
M4.10	Lin	92.86
M4.10	Nunivers	92.86
M4.10	AIC	85.71
M4.10	DAVID	85.71428571428571
M179	DF	0.00
M179	Ganesan	0.00
M179	LC	0.00
M179	PS	60.00
M179	Zhou	0.00
M179	Resnik	50.00
M179	Lin	50.00
M179	Nunivers	0.00
M179	AIC	70.00
M179	DAVID	20.0
M178	DF	80.00
M178	Ganesan	90.00
M178	LC	0.00
M178	PS	0.00
M178	Zhou	0.00
M178	Resnik	90.00
M178	Lin	80.00
M178	Nunivers	80.00
M178	AIC	80.00
M178	DAVID	90.0
M176	DF	0.00
M176	Ganesan	0.00
M176	LC	0.00
M176	PS	0.00
M176	Zhou	0.00
M176	Resnik	0.00
M176	Lin	0.00
M176	Nunivers	0.00
M176	AIC	0.00
M176	DAVID	100.0
M175	DF	100.00
M175	Ganesan	0.00
M175	LC	0.00
M175	PS	0.00
M175	Zhou	0.00
M175	Resnik	92.31
M175	Lin	84.62
M175	Nunivers	100.00
M175	AIC	0.00
M175	DAVID	92.3076923076923
M174	DF	0.00
M174	Ganesan	0.00
M174	LC	0.00
M174	PS	0.00
M174	Zhou	0.00
M174	Resnik	0.00
M174	Lin	0.00
M174	Nunivers	0.00
M174	AIC	0.00
M174	DAVID	100.0
M173	DF	64.29
M173	Ganesan	64.29
M173	LC	0.00
M173	PS	64.29
M173	Zhou	0.00
M173	Resnik	64.29
M173	Lin	42.86
M173	Nunivers	64.29
M173	AIC	64.29
M173	DAVID	78.57142857142857
M172	DF	70.00
M172	Ganesan	0.00
M172	LC	0.00
M172	PS	0.00
M172	Zhou	0.00
M172	Resnik	70.00
M172	Lin	70.00
M172	Nunivers	70.00
M172	AIC	70.00
M172	DAVID	70.0
M79	DF	0.00
M79	Ganesan	0.00
M79	LC	0.00
M79	PS	0.00
M79	Zhou	0.00
M79	Resnik	0.00
M79	Lin	0.00
M79	Nunivers	0.00
M79	AIC	0.00
M79	DAVID	100.0
M171	DF	0.00
M171	Ganesan	0.00
M171	LC	0.00
M171	PS	0.00
M171	Zhou	0.00
M171	Resnik	45.45
M171	Lin	45.45
M171	Nunivers	45.45
M171	AIC	0.00
M171	DAVID	63.63636363636363
M78	DF	90.91
M78	Ganesan	36.36
M78	LC	0.00
M78	PS	54.55
M78	Zhou	0.00
M78	Resnik	81.82
M78	Lin	90.91
M78	Nunivers	90.91
M78	AIC	90.91
M78	DAVID	90.9090909090909
M170	DF	0.00
M170	Ganesan	0.00
M170	LC	0.00
M170	PS	0.00
M170	Zhou	0.00
M170	Resnik	0.00
M170	Lin	0.00
M170	Nunivers	0.00
M170	AIC	0.00
M170	DAVID	0.0
M77	DF	100.00
M77	Ganesan	100.00
M77	LC	11.43
M77	PS	100.00
M77	Zhou	0.00
M77	Resnik	100.00
M77	Lin	100.00
M77	Nunivers	100.00
M77	AIC	100.00
M77	DAVID	100.0
M76	DF	95.45
M76	Ganesan	95.45
M76	LC	45.45
M76	PS	95.45
M76	Zhou	45.45
M76	Resnik	95.45
M76	Lin	95.45
M76	Nunivers	95.45
M76	AIC	95.45
M76	DAVID	95.45454545454545
M75	DF	95.45
M75	Ganesan	18.18
M75	LC	95.45
M75	PS	18.18
M75	Zhou	18.18
M75	Resnik	100.00
M75	Lin	100.00
M75	Nunivers	95.45
M75	AIC	95.45
M75	DAVID	95.45454545454545
M74	DF	58.33
M74	Ganesan	0.00
M74	LC	0.00
M74	PS	0.00
M74	Zhou	0.00
M74	Resnik	58.33
M74	Lin	0.00
M74	Nunivers	58.33
M74	AIC	58.33
M74	DAVID	41.66666666666667
M73	DF	75.00
M73	Ganesan	41.67
M73	LC	0.00
M73	PS	75.00
M73	Zhou	0.00
M73	Resnik	0.00
M73	Lin	66.67
M73	Nunivers	75.00
M73	AIC	41.67
M73	DAVID	58.333333333333336
M71	DF	83.33
M71	Ganesan	77.78
M71	LC	44.44
M71	PS	83.33
M71	Zhou	44.44
M71	Resnik	77.78
M71	Lin	77.78
M71	Nunivers	83.33
M71	AIC	83.33
M71	DAVID	83.33333333333334
M2.2	DF	71.43
M2.2	Ganesan	28.57
M2.2	LC	0.00
M2.2	PS	28.57
M2.2	Zhou	0.00
M2.2	Resnik	28.57
M2.2	Lin	28.57
M2.2	Nunivers	71.43
M2.2	AIC	28.57
M2.2	DAVID	57.14285714285714
M88.2	DF	58.33
M88.2	Ganesan	58.33
M88.2	LC	0.00
M88.2	PS	50.00
M88.2	Zhou	50.00
M88.2	Resnik	50.00
M88.2	Lin	50.00
M88.2	Nunivers	58.33
M88.2	AIC	66.67
M88.2	DAVID	50.0
M2.1	DF	84.44
M2.1	Ganesan	0.00
M2.1	LC	0.00
M2.1	PS	0.00
M2.1	Zhou	0.00
M2.1	Resnik	86.67
M2.1	Lin	77.78
M2.1	Nunivers	86.67
M2.1	AIC	84.44
M2.1	DAVID	71.11111111111111
M88.1	DF	61.54
M88.1	Ganesan	53.85
M88.1	LC	0.00
M88.1	PS	53.85
M88.1	Zhou	0.00
M88.1	Resnik	46.15
M88.1	Lin	46.15
M88.1	Nunivers	61.54
M88.1	AIC	61.54
M88.1	DAVID	53.84615384615385
M2.0	DF	93.33
M2.0	Ganesan	13.33
M2.0	LC	13.33
M2.0	PS	43.33
M2.0	Zhou	13.33
M2.0	Resnik	70.00
M2.0	Lin	60.00
M2.0	Nunivers	93.33
M2.0	AIC	93.33
M2.0	DAVID	73.33333333333333
M88.0	DF	70.59
M88.0	Ganesan	74.51
M88.0	LC	7.84
M88.0	PS	62.75
M88.0	Zhou	0.00
M88.0	Resnik	72.55
M88.0	Lin	70.59
M88.0	Nunivers	68.63
M88.0	AIC	72.55
M88.0	DAVID	17.647058823529413
M169	DF	62.50
M169	Ganesan	37.50
M169	LC	0.00
M169	PS	0.00
M169	Zhou	0.00
M169	Resnik	50.00
M169	Lin	62.50
M169	Nunivers	56.25
M169	AIC	62.50
M169	DAVID	50.0
M168	DF	63.16
M168	Ganesan	36.84
M168	LC	26.32
M168	PS	47.37
M168	Zhou	26.32
M168	Resnik	57.89
M168	Lin	52.63
M168	Nunivers	63.16
M168	AIC	63.16
M168	DAVID	26.31578947368421
M167	DF	100.00
M167	Ganesan	0.00
M167	LC	0.00
M167	PS	0.00
M167	Zhou	0.00
M167	Resnik	100.00
M167	Lin	93.33
M167	Nunivers	100.00
M167	AIC	100.00
M167	DAVID	100.0
M166	DF	0.00
M166	Ganesan	0.00
M166	LC	0.00
M166	PS	0.00
M166	Zhou	0.00
M166	Resnik	0.00
M166	Lin	0.00
M166	Nunivers	0.00
M166	AIC	0.00
M166	DAVID	100.0
M165	DF	88.57
M165	Ganesan	91.43
M165	LC	0.00
M165	PS	91.43
M165	Zhou	0.00
M165	Resnik	88.57
M165	Lin	85.71
M165	Nunivers	88.57
M165	AIC	91.43
M165	DAVID	74.28571428571429
M164	DF	40.00
M164	Ganesan	0.00
M164	LC	0.00
M164	PS	0.00
M164	Zhou	0.00
M164	Resnik	0.00
M164	Lin	0.00
M164	Nunivers	40.00
M164	AIC	0.00
M164	DAVID	40.0
M163	DF	0.00
M163	Ganesan	0.00
M163	LC	0.00
M163	PS	0.00
M163	Zhou	0.00
M163	Resnik	0.00
M163	Lin	0.00
M163	Nunivers	0.00
M163	AIC	0.00
M163	DAVID	0.0
M69	DF	20.00
M69	Ganesan	0.00
M69	LC	0.00
M69	PS	0.00
M69	Zhou	0.00
M69	Resnik	0.00
M69	Lin	0.00
M69	Nunivers	20.00
M69	AIC	20.00
M69	DAVID	45.0
M161	DF	0.00
M161	Ganesan	0.00
M161	LC	0.00
M161	PS	0.00
M161	Zhou	0.00
M161	Resnik	0.00
M161	Lin	0.00
M161	Nunivers	0.00
M161	AIC	0.00
M161	DAVID	0.0
M68	DF	90.00
M68	Ganesan	0.00
M68	LC	0.00
M68	PS	0.00
M68	Zhou	0.00
M68	Resnik	90.00
M68	Lin	90.00
M68	Nunivers	90.00
M68	AIC	90.00
M68	DAVID	90.0
M160	DF	100.00
M160	Ganesan	0.00
M160	LC	0.00
M160	PS	0.00
M160	Zhou	0.00
M160	Resnik	100.00
M160	Lin	100.00
M160	Nunivers	100.00
M160	AIC	100.00
M160	DAVID	93.75
M67	DF	100.00
M67	Ganesan	0.00
M67	LC	0.00
M67	PS	0.00
M67	Zhou	66.67
M67	Resnik	83.33
M67	Lin	91.67
M67	Nunivers	100.00
M67	AIC	100.00
M67	DAVID	100.0
M66	DF	0.00
M66	Ganesan	0.00
M66	LC	0.00
M66	PS	0.00
M66	Zhou	0.00
M66	Resnik	0.00
M66	Lin	0.00
M66	Nunivers	0.00
M66	AIC	0.00
M66	DAVID	0.0
M65	DF	83.33
M65	Ganesan	83.33
M65	LC	0.00
M65	PS	83.33
M65	Zhou	41.67
M65	Resnik	83.33
M65	Lin	83.33
M65	Nunivers	83.33
M65	AIC	83.33
M65	DAVID	83.33333333333334
M112.1	DF	100.00
M112.1	Ganesan	0.00
M112.1	LC	90.00
M112.1	PS	100.00
M112.1	Zhou	0.00
M112.1	Resnik	100.00
M112.1	Lin	100.00
M112.1	Nunivers	100.00
M112.1	AIC	100.00
M112.1	DAVID	100.0
M64	DF	58.82
M64	Ganesan	23.53
M64	LC	0.00
M64	PS	64.71
M64	Zhou	0.00
M64	Resnik	41.18
M64	Lin	47.06
M64	Nunivers	58.82
M64	AIC	58.82
M64	DAVID	23.52941176470588
M112.0	DF	100.00
M112.0	Ganesan	100.00
M112.0	LC	100.00
M112.0	PS	94.12
M112.0	Zhou	94.12
M112.0	Resnik	76.47
M112.0	Lin	100.00
M112.0	Nunivers	100.00
M112.0	AIC	100.00
M112.0	DAVID	100.0
M63	DF	100.00
M63	Ganesan	0.00
M63	LC	0.00
M63	PS	0.00
M63	Zhou	0.00
M63	Resnik	100.00
M63	Lin	100.00
M63	Nunivers	100.00
M63	AIC	100.00
M63	DAVID	91.66666666666666
M60	DF	70.59
M60	Ganesan	0.00
M60	LC	0.00
M60	PS	0.00
M60	Zhou	0.00
M60	Resnik	64.71
M60	Lin	70.59
M60	Nunivers	70.59
M60	AIC	70.59
M60	DAVID	64.70588235294117
M7.4	DF	64.29
M7.4	Ganesan	71.43
M7.4	LC	0.00
M7.4	PS	71.43
M7.4	Zhou	0.00
M7.4	Resnik	64.29
M7.4	Lin	78.57
M7.4	Nunivers	78.57
M7.4	AIC	64.29
M7.4	DAVID	71.42857142857143
M7.3	DF	83.87
M7.3	Ganesan	87.10
M7.3	LC	80.65
M7.3	PS	83.87
M7.3	Zhou	83.87
M7.3	Resnik	87.10
M7.3	Lin	83.87
M7.3	Nunivers	87.10
M7.3	AIC	87.10
M7.3	DAVID	77.41935483870968
M7.2	DF	71.43
M7.2	Ganesan	77.55
M7.2	LC	0.00
M7.2	PS	75.51
M7.2	Zhou	8.16
M7.2	Resnik	75.51
M7.2	Lin	73.47
M7.2	Nunivers	67.35
M7.2	AIC	71.43
M7.2	DAVID	67.3469387755102
M154.1	DF	88.24
M154.1	Ganesan	0.00
M154.1	LC	0.00
M154.1	PS	0.00
M154.1	Zhou	0.00
M154.1	Resnik	82.35
M154.1	Lin	82.35
M154.1	Nunivers	82.35
M154.1	AIC	0.00
M154.1	DAVID	100.0
M7.1	DF	90.00
M7.1	Ganesan	96.00
M7.1	LC	0.00
M7.1	PS	98.00
M7.1	Zhou	0.00
M7.1	Resnik	94.00
M7.1	Lin	98.00
M7.1	Nunivers	90.00
M7.1	AIC	90.00
M7.1	DAVID	100.0
M154.0	DF	69.70
M154.0	Ganesan	0.00
M154.0	LC	0.00
M154.0	PS	0.00
M154.0	Zhou	0.00
M154.0	Resnik	60.61
M154.0	Lin	57.58
M154.0	Nunivers	63.64
M154.0	AIC	0.00
M154.0	DAVID	57.57575757575758
M7.0	DF	79.03
M7.0	Ganesan	79.03
M7.0	LC	8.06
M7.0	PS	82.26
M7.0	Zhou	0.00
M7.0	Resnik	80.65
M7.0	Lin	80.65
M7.0	Nunivers	80.65
M7.0	AIC	79.03
M7.0	DAVID	79.03225806451613
M159	DF	40.00
M159	Ganesan	80.00
M159	LC	40.00
M159	PS	90.00
M159	Zhou	0.00
M159	Resnik	100.00
M159	Lin	100.00
M159	Nunivers	50.00
M159	AIC	40.00
M159	DAVID	100.0
M157	DF	42.86
M157	Ganesan	42.86
M157	LC	0.00
M157	PS	28.57
M157	Zhou	0.00
M157	Resnik	0.00
M157	Lin	0.00
M157	Nunivers	42.86
M157	AIC	42.86
M157	DAVID	50.0
M155	DF	80.00
M155	Ganesan	100.00
M155	LC	0.00
M155	PS	100.00
M155	Zhou	0.00
M155	Resnik	100.00
M155	Lin	100.00
M155	Nunivers	80.00
M155	AIC	80.00
M155	DAVID	100.0
M153	DF	0.00
M153	Ganesan	0.00
M153	LC	0.00
M153	PS	0.00
M153	Zhou	0.00
