Module	SS	Quartile	type	variable	value
M242	Zhou	Q1	terms	rep_inc	0.0
M242	Zhou	Q1	genes	rep_inc	0.0
M242	Zhou	Q2	terms	rep_inc	0.0
M242	Zhou	Q2	genes	rep_inc	0.0
M242	Zhou	Q3	terms	rep_inc	0.0
M242	Zhou	Q3	genes	rep_inc	0.0
M242	Resnik	Q0	terms	rep	0.0
M242	Resnik	Q0	genes	rep	0.0
M242	Resnik	Q1	terms	rep_inc	0.0
M242	Resnik	Q1	genes	rep_inc	0.0
M242	Resnik	Q2	terms	rep_inc	0.0
M242	Resnik	Q2	genes	rep_inc	0.0
M242	Resnik	Q3	terms	rep_inc	0.0
M242	Resnik	Q3	genes	rep_inc	0.0
M242	Lin	Q0	terms	rep	0.0
M242	Lin	Q0	genes	rep	0.0
M242	Lin	Q1	terms	rep_inc	0.0
M242	Lin	Q1	genes	rep_inc	0.0
M242	Lin	Q2	terms	rep_inc	0.0
M242	Lin	Q2	genes	rep_inc	0.0
M242	Lin	Q3	terms	rep_inc	0.0
M242	Lin	Q3	genes	rep_inc	0.0
M242	Nunivers	Q0	terms	rep	0.0
M242	Nunivers	Q0	genes	rep	0.0
M242	Nunivers	Q1	terms	rep_inc	0.0
M242	Nunivers	Q1	genes	rep_inc	0.0
M242	Nunivers	Q2	terms	rep_inc	0.0
M242	Nunivers	Q2	genes	rep_inc	0.0
M242	Nunivers	Q3	terms	rep_inc	0.0
M242	Nunivers	Q3	genes	rep_inc	0.0
M242	AIC	Q0	terms	rep	0.0
M242	AIC	Q0	genes	rep	0.0
M242	AIC	Q1	terms	rep_inc	0.0
M242	AIC	Q1	genes	rep_inc	0.0
M242	AIC	Q2	terms	rep_inc	0.0
M242	AIC	Q2	genes	rep_inc	0.0
M242	AIC	Q3	terms	rep_inc	0.0
M242	AIC	Q3	genes	rep_inc	0.0
M242	DAVID	Q0	terms	rep	0.0
M242	DAVID	Q0	genes	rep	0.0
M242	DAVID	Q1	terms	rep_inc	0.0
M242	DAVID	Q1	genes	rep_inc	0.0
M242	DAVID	Q2	terms	rep_inc	0.0
M242	DAVID	Q2	genes	rep_inc	0.0
M242	DAVID	Q3	terms	rep_inc	0.0
M242	DAVID	Q3	genes	rep_inc	0.0
M241	DF	Q0	terms	rep	0.0
M241	DF	Q0	genes	rep	0.0
M241	DF	Q1	terms	rep_inc	0.0
M241	DF	Q1	genes	rep_inc	0.0
M241	DF	Q2	terms	rep_inc	0.0
M241	DF	Q2	genes	rep_inc	0.0
M241	DF	Q3	terms	rep_inc	0.0
M241	DF	Q3	genes	rep_inc	0.0
M241	Ganesan	Q0	terms	rep	0.0
M241	Ganesan	Q0	genes	rep	0.0
M241	Ganesan	Q1	terms	rep_inc	0.0
M241	Ganesan	Q1	genes	rep_inc	0.0
M241	Ganesan	Q2	terms	rep_inc	0.0
M241	Ganesan	Q2	genes	rep_inc	0.0
M241	Ganesan	Q3	terms	rep_inc	0.0
M241	Ganesan	Q3	genes	rep_inc	0.0
M241	LC	Q0	terms	rep	0.0
M241	LC	Q0	genes	rep	0.0
M241	LC	Q1	terms	rep_inc	0.0
M241	LC	Q1	genes	rep_inc	0.0
M241	LC	Q2	terms	rep_inc	0.0
M241	LC	Q2	genes	rep_inc	0.0
M241	LC	Q3	terms	rep_inc	0.0
M241	LC	Q3	genes	rep_inc	0.0
M241	PS	Q0	terms	rep	0.0
M241	PS	Q0	genes	rep	0.0
M241	PS	Q1	terms	rep_inc	0.0
M241	PS	Q1	genes	rep_inc	0.0
M241	PS	Q2	terms	rep_inc	0.0
M241	PS	Q2	genes	rep_inc	0.0
M241	PS	Q3	terms	rep_inc	0.0
M241	PS	Q3	genes	rep_inc	0.0
M241	Zhou	Q0	terms	rep	0.0
M241	Zhou	Q0	genes	rep	0.0
M241	Zhou	Q1	terms	rep_inc	0.0
M241	Zhou	Q1	genes	rep_inc	0.0
M241	Zhou	Q2	terms	rep_inc	0.0
M241	Zhou	Q2	genes	rep_inc	0.0
M241	Zhou	Q3	terms	rep_inc	0.0
M241	Zhou	Q3	genes	rep_inc	0.0
M241	Resnik	Q0	terms	rep	0.0
M241	Resnik	Q0	genes	rep	0.0
M241	Resnik	Q1	terms	rep_inc	0.0
M241	Resnik	Q1	genes	rep_inc	0.0
M241	Resnik	Q2	terms	rep_inc	0.0
M241	Resnik	Q2	genes	rep_inc	0.0
M241	Resnik	Q3	terms	rep_inc	0.0
M241	Resnik	Q3	genes	rep_inc	0.0
M241	Lin	Q0	terms	rep	0.0
M241	Lin	Q0	genes	rep	0.0
M241	Lin	Q1	terms	rep_inc	0.0
M241	Lin	Q1	genes	rep_inc	0.0
M241	Lin	Q2	terms	rep_inc	0.0
M241	Lin	Q2	genes	rep_inc	0.0
M241	Lin	Q3	terms	rep_inc	0.0
M241	Lin	Q3	genes	rep_inc	0.0
M241	Nunivers	Q0	terms	rep	0.0
M241	Nunivers	Q0	genes	rep	0.0
M241	Nunivers	Q1	terms	rep_inc	0.0
M241	Nunivers	Q1	genes	rep_inc	0.0
M241	Nunivers	Q2	terms	rep_inc	0.0
M241	Nunivers	Q2	genes	rep_inc	0.0
M241	Nunivers	Q3	terms	rep_inc	0.0
M241	Nunivers	Q3	genes	rep_inc	0.0
M241	AIC	Q0	terms	rep	0.0
M241	AIC	Q0	genes	rep	0.0
M241	AIC	Q1	terms	rep_inc	0.0
M241	AIC	Q1	genes	rep_inc	0.0
M241	AIC	Q2	terms	rep_inc	0.0
M241	AIC	Q2	genes	rep_inc	0.0
M241	AIC	Q3	terms	rep_inc	0.0
M241	AIC	Q3	genes	rep_inc	0.0
M241	DAVID	Q0	terms	rep	0.0
M241	DAVID	Q0	genes	rep	0.0
M241	DAVID	Q1	terms	rep_inc	0.0
M241	DAVID	Q1	genes	rep_inc	0.0
M241	DAVID	Q2	terms	rep_inc	0.0
M241	DAVID	Q2	genes	rep_inc	0.0
M241	DAVID	Q3	terms	rep_inc	0.0
M241	DAVID	Q3	genes	rep_inc	0.0
M240	DF	Q0	terms	rep	12.5
M240	DF	Q0	genes	rep	77.77777777777777
M240	DF	Q1	terms	rep_inc	12.5
M240	DF	Q1	genes	rep_inc	77.77777777777777
M240	DF	Q2	terms	rep_inc	12.5
M240	DF	Q2	genes	rep_inc	77.77777777777777
M240	DF	Q3	terms	rep_inc	9.375
M240	DF	Q3	genes	rep_inc	55.55555555555556
M240	Ganesan	Q0	terms	rep	33.333333333333336
M240	Ganesan	Q0	genes	rep	100.0
M240	Ganesan	Q1	terms	rep_inc	0.0
M240	Ganesan	Q1	genes	rep_inc	0.0
M240	Ganesan	Q2	terms	rep_inc	0.0
M240	Ganesan	Q2	genes	rep_inc	0.0
M240	Ganesan	Q3	terms	rep_inc	0.0
M240	Ganesan	Q3	genes	rep_inc	0.0
M240	LC	Q0	terms	rep	33.333333333333336
M240	LC	Q0	genes	rep	100.0
M240	LC	Q1	terms	rep_inc	0.0
M240	LC	Q1	genes	rep_inc	0.0
M240	LC	Q2	terms	rep_inc	0.0
M240	LC	Q2	genes	rep_inc	0.0
M240	LC	Q3	terms	rep_inc	0.0
M240	LC	Q3	genes	rep_inc	0.0
M240	PS	Q0	terms	rep	41.666666666666664
M240	PS	Q0	genes	rep	100.0
M240	PS	Q1	terms	rep_inc	16.666666666666668
M240	PS	Q1	genes	rep_inc	77.77777777777777
M240	PS	Q2	terms	rep_inc	16.666666666666668
M240	PS	Q2	genes	rep_inc	77.77777777777777
M240	PS	Q3	terms	rep_inc	8.333333333333334
M240	PS	Q3	genes	rep_inc	55.55555555555556
M240	Zhou	Q0	terms	rep	33.333333333333336
M240	Zhou	Q0	genes	rep	100.0
M240	Zhou	Q1	terms	rep_inc	0.0
M240	Zhou	Q1	genes	rep_inc	0.0
M240	Zhou	Q2	terms	rep_inc	0.0
M240	Zhou	Q2	genes	rep_inc	0.0
M240	Zhou	Q3	terms	rep_inc	0.0
M240	Zhou	Q3	genes	rep_inc	0.0
M240	Resnik	Q0	terms	rep	42.857142857142854
M240	Resnik	Q0	genes	rep	88.88888888888889
M240	Resnik	Q1	terms	rep_inc	28.571428571428573
M240	Resnik	Q1	genes	rep_inc	88.88888888888889
M240	Resnik	Q2	terms	rep_inc	14.285714285714286
M240	Resnik	Q2	genes	rep_inc	66.66666666666667
M240	Resnik	Q3	terms	rep_inc	7.142857142857143
M240	Resnik	Q3	genes	rep_inc	55.55555555555556
M240	Lin	Q0	terms	rep	13.043478260869565
M240	Lin	Q0	genes	rep	88.88888888888889
M240	Lin	Q1	terms	rep_inc	13.043478260869565
M240	Lin	Q1	genes	rep_inc	88.88888888888889
M240	Lin	Q2	terms	rep_inc	8.695652173913043
M240	Lin	Q2	genes	rep_inc	66.66666666666667
M240	Lin	Q3	terms	rep_inc	4.3478260869565215
M240	Lin	Q3	genes	rep_inc	55.55555555555556
M240	Nunivers	Q0	terms	rep	18.51851851851852
M240	Nunivers	Q0	genes	rep	77.77777777777777
M240	Nunivers	Q1	terms	rep_inc	14.814814814814815
M240	Nunivers	Q1	genes	rep_inc	77.77777777777777
M240	Nunivers	Q2	terms	rep_inc	14.814814814814815
M240	Nunivers	Q2	genes	rep_inc	77.77777777777777
M240	Nunivers	Q3	terms	rep_inc	11.11111111111111
M240	Nunivers	Q3	genes	rep_inc	55.55555555555556
M240	AIC	Q0	terms	rep	64.28571428571429
M240	AIC	Q0	genes	rep	100.0
M240	AIC	Q1	terms	rep_inc	14.285714285714286
M240	AIC	Q1	genes	rep_inc	77.77777777777777
M240	AIC	Q2	terms	rep_inc	7.142857142857143
M240	AIC	Q2	genes	rep_inc	44.44444444444444
M240	AIC	Q3	terms	rep_inc	0.0
M240	AIC	Q3	genes	rep_inc	0.0
M240	DAVID	Q0	terms	rep	50.0
M240	DAVID	Q0	genes	rep	55.55555555555556
M240	DAVID	Q1	terms	rep_inc	0.0
M240	DAVID	Q1	genes	rep_inc	0.0
M240	DAVID	Q2	terms	rep_inc	0.0
M240	DAVID	Q2	genes	rep_inc	0.0
M240	DAVID	Q3	terms	rep_inc	0.0
M240	DAVID	Q3	genes	rep_inc	0.0
M17.3	DF	Q0	terms	rep	30.0
M17.3	DF	Q0	genes	rep	100.0
M17.3	DF	Q1	terms	rep_inc	20.0
M17.3	DF	Q1	genes	rep_inc	100.0
M17.3	DF	Q2	terms	rep_inc	15.0
M17.3	DF	Q2	genes	rep_inc	100.0
M17.3	DF	Q3	terms	rep_inc	10.0
M17.3	DF	Q3	genes	rep_inc	100.0
M17.3	Ganesan	Q0	terms	rep	33.333333333333336
M17.3	Ganesan	Q0	genes	rep	100.0
M17.3	Ganesan	Q1	terms	rep_inc	13.333333333333334
M17.3	Ganesan	Q1	genes	rep_inc	100.0
M17.3	Ganesan	Q2	terms	rep_inc	6.666666666666667
M17.3	Ganesan	Q2	genes	rep_inc	100.0
M17.3	Ganesan	Q3	terms	rep_inc	6.666666666666667
M17.3	Ganesan	Q3	genes	rep_inc	100.0
M17.3	LC	Q0	terms	rep	100.0
M17.3	LC	Q0	genes	rep	100.0
M17.3	LC	Q1	terms	rep_inc	25.0
M17.3	LC	Q1	genes	rep_inc	100.0
M17.3	LC	Q2	terms	rep_inc	25.0
M17.3	LC	Q2	genes	rep_inc	100.0
M17.3	LC	Q3	terms	rep_inc	25.0
M17.3	LC	Q3	genes	rep_inc	100.0
M17.3	PS	Q0	terms	rep	22.22222222222222
M17.3	PS	Q0	genes	rep	100.0
M17.3	PS	Q1	terms	rep_inc	11.11111111111111
M17.3	PS	Q1	genes	rep_inc	100.0
M17.3	PS	Q2	terms	rep_inc	5.555555555555555
M17.3	PS	Q2	genes	rep_inc	100.0
M17.3	PS	Q3	terms	rep_inc	5.555555555555555
M17.3	PS	Q3	genes	rep_inc	100.0
M17.3	Zhou	Q0	terms	rep	100.0
M17.3	Zhou	Q0	genes	rep	100.0
M17.3	Zhou	Q1	terms	rep_inc	25.0
M17.3	Zhou	Q1	genes	rep_inc	100.0
M17.3	Zhou	Q2	terms	rep_inc	25.0
M17.3	Zhou	Q2	genes	rep_inc	100.0
M17.3	Zhou	Q3	terms	rep_inc	25.0
M17.3	Zhou	Q3	genes	rep_inc	100.0
M17.3	Resnik	Q0	terms	rep	50.0
M17.3	Resnik	Q0	genes	rep	100.0
M17.3	Resnik	Q1	terms	rep_inc	16.666666666666668
M17.3	Resnik	Q1	genes	rep_inc	100.0
M17.3	Resnik	Q2	terms	rep_inc	8.333333333333334
M17.3	Resnik	Q2	genes	rep_inc	100.0
M17.3	Resnik	Q3	terms	rep_inc	8.333333333333334
M17.3	Resnik	Q3	genes	rep_inc	100.0
M17.3	Lin	Q0	terms	rep	54.54545454545455
M17.3	Lin	Q0	genes	rep	100.0
M17.3	Lin	Q1	terms	rep_inc	18.181818181818183
M17.3	Lin	Q1	genes	rep_inc	100.0
M17.3	Lin	Q2	terms	rep_inc	9.090909090909092
M17.3	Lin	Q2	genes	rep_inc	100.0
M17.3	Lin	Q3	terms	rep_inc	9.090909090909092
M17.3	Lin	Q3	genes	rep_inc	100.0
M17.3	Nunivers	Q0	terms	rep	30.434782608695652
M17.3	Nunivers	Q0	genes	rep	100.0
M17.3	Nunivers	Q1	terms	rep_inc	21.73913043478261
M17.3	Nunivers	Q1	genes	rep_inc	100.0
M17.3	Nunivers	Q2	terms	rep_inc	17.391304347826086
M17.3	Nunivers	Q2	genes	rep_inc	100.0
M17.3	Nunivers	Q3	terms	rep_inc	13.043478260869565
M17.3	Nunivers	Q3	genes	rep_inc	100.0
M17.3	AIC	Q0	terms	rep	40.0
M17.3	AIC	Q0	genes	rep	100.0
M17.3	AIC	Q1	terms	rep_inc	20.0
M17.3	AIC	Q1	genes	rep_inc	100.0
M17.3	AIC	Q2	terms	rep_inc	6.666666666666667
M17.3	AIC	Q2	genes	rep_inc	100.0
M17.3	AIC	Q3	terms	rep_inc	6.666666666666667
M17.3	AIC	Q3	genes	rep_inc	100.0
M17.3	DAVID	Q0	terms	rep	29.41176470588235
M17.3	DAVID	Q0	genes	rep	100.0
M17.3	DAVID	Q1	terms	rep_inc	23.529411764705884
M17.3	DAVID	Q1	genes	rep_inc	100.0
M17.3	DAVID	Q2	terms	rep_inc	17.647058823529413
M17.3	DAVID	Q2	genes	rep_inc	100.0
M17.3	DAVID	Q3	terms	rep_inc	17.647058823529413
M17.3	DAVID	Q3	genes	rep_inc	100.0
M204.1	DF	Q0	terms	rep	44.44444444444444
M204.1	DF	Q0	genes	rep	88.88888888888889
M204.1	DF	Q1	terms	rep_inc	22.22222222222222
M204.1	DF	Q1	genes	rep_inc	88.88888888888889
M204.1	DF	Q2	terms	rep_inc	11.11111111111111
M204.1	DF	Q2	genes	rep_inc	77.77777777777777
M204.1	DF	Q3	terms	rep_inc	11.11111111111111
M204.1	DF	Q3	genes	rep_inc	77.77777777777777
M204.1	Ganesan	Q0	terms	rep	50.0
M204.1	Ganesan	Q0	genes	rep	88.88888888888889
M204.1	Ganesan	Q1	terms	rep_inc	0.0
M204.1	Ganesan	Q1	genes	rep_inc	0.0
M204.1	Ganesan	Q2	terms	rep_inc	0.0
M204.1	Ganesan	Q2	genes	rep_inc	0.0
M204.1	Ganesan	Q3	terms	rep_inc	0.0
M204.1	Ganesan	Q3	genes	rep_inc	0.0
M204.1	LC	Q0	terms	rep	50.0
M204.1	LC	Q0	genes	rep	88.88888888888889
M204.1	LC	Q1	terms	rep_inc	0.0
M204.1	LC	Q1	genes	rep_inc	0.0
M204.1	LC	Q2	terms	rep_inc	0.0
M204.1	LC	Q2	genes	rep_inc	0.0
M204.1	LC	Q3	terms	rep_inc	0.0
M204.1	LC	Q3	genes	rep_inc	0.0
M204.1	PS	Q0	terms	rep	50.0
M204.1	PS	Q0	genes	rep	88.88888888888889
M204.1	PS	Q1	terms	rep_inc	0.0
M204.1	PS	Q1	genes	rep_inc	0.0
M204.1	PS	Q2	terms	rep_inc	0.0
M204.1	PS	Q2	genes	rep_inc	0.0
M204.1	PS	Q3	terms	rep_inc	0.0
M204.1	PS	Q3	genes	rep_inc	0.0
M204.1	Zhou	Q0	terms	rep	50.0
M204.1	Zhou	Q0	genes	rep	88.88888888888889
M204.1	Zhou	Q1	terms	rep_inc	0.0
M204.1	Zhou	Q1	genes	rep_inc	0.0
M204.1	Zhou	Q2	terms	rep_inc	0.0
M204.1	Zhou	Q2	genes	rep_inc	0.0
M204.1	Zhou	Q3	terms	rep_inc	0.0
M204.1	Zhou	Q3	genes	rep_inc	0.0
M204.1	Resnik	Q0	terms	rep	44.44444444444444
M204.1	Resnik	Q0	genes	rep	88.88888888888889
M204.1	Resnik	Q1	terms	rep_inc	44.44444444444444
M204.1	Resnik	Q1	genes	rep_inc	88.88888888888889
M204.1	Resnik	Q2	terms	rep_inc	11.11111111111111
M204.1	Resnik	Q2	genes	rep_inc	77.77777777777777
M204.1	Resnik	Q3	terms	rep_inc	11.11111111111111
M204.1	Resnik	Q3	genes	rep_inc	77.77777777777777
M204.1	Lin	Q0	terms	rep	50.0
M204.1	Lin	Q0	genes	rep	88.88888888888889
M204.1	Lin	Q1	terms	rep_inc	50.0
M204.1	Lin	Q1	genes	rep_inc	88.88888888888889
M204.1	Lin	Q2	terms	rep_inc	12.5
M204.1	Lin	Q2	genes	rep_inc	77.77777777777777
M204.1	Lin	Q3	terms	rep_inc	12.5
M204.1	Lin	Q3	genes	rep_inc	77.77777777777777
M204.1	Nunivers	Q0	terms	rep	44.44444444444444
M204.1	Nunivers	Q0	genes	rep	88.88888888888889
M204.1	Nunivers	Q1	terms	rep_inc	44.44444444444444
M204.1	Nunivers	Q1	genes	rep_inc	88.88888888888889
M204.1	Nunivers	Q2	terms	rep_inc	11.11111111111111
M204.1	Nunivers	Q2	genes	rep_inc	77.77777777777777
M204.1	Nunivers	Q3	terms	rep_inc	11.11111111111111
M204.1	Nunivers	Q3	genes	rep_inc	77.77777777777777
M204.1	AIC	Q0	terms	rep	50.0
M204.1	AIC	Q0	genes	rep	100.0
M204.1	AIC	Q1	terms	rep_inc	25.0
M204.1	AIC	Q1	genes	rep_inc	100.0
M204.1	AIC	Q2	terms	rep_inc	12.5
M204.1	AIC	Q2	genes	rep_inc	88.88888888888889
M204.1	AIC	Q3	terms	rep_inc	0.0
M204.1	AIC	Q3	genes	rep_inc	0.0
M204.1	DAVID	Q0	terms	rep	36.36363636363637
M204.1	DAVID	Q0	genes	rep	77.77777777777777
M204.1	DAVID	Q1	terms	rep_inc	36.36363636363637
M204.1	DAVID	Q1	genes	rep_inc	77.77777777777777
M204.1	DAVID	Q2	terms	rep_inc	27.272727272727273
M204.1	DAVID	Q2	genes	rep_inc	77.77777777777777
M204.1	DAVID	Q3	terms	rep_inc	9.090909090909092
M204.1	DAVID	Q3	genes	rep_inc	77.77777777777777
M17.2	DF	Q0	terms	rep	35.714285714285715
M17.2	DF	Q0	genes	rep	100.0
M17.2	DF	Q1	terms	rep_inc	28.571428571428573
M17.2	DF	Q1	genes	rep_inc	100.0
M17.2	DF	Q2	terms	rep_inc	21.428571428571427
M17.2	DF	Q2	genes	rep_inc	100.0
M17.2	DF	Q3	terms	rep_inc	14.285714285714286
M17.2	DF	Q3	genes	rep_inc	100.0
M17.2	Ganesan	Q0	terms	rep	35.714285714285715
M17.2	Ganesan	Q0	genes	rep	100.0
M17.2	Ganesan	Q1	terms	rep_inc	14.285714285714286
M17.2	Ganesan	Q1	genes	rep_inc	100.0
M17.2	Ganesan	Q2	terms	rep_inc	7.142857142857143
M17.2	Ganesan	Q2	genes	rep_inc	100.0
M17.2	Ganesan	Q3	terms	rep_inc	7.142857142857143
M17.2	Ganesan	Q3	genes	rep_inc	100.0
M17.2	LC	Q0	terms	rep	71.42857142857143
M17.2	LC	Q0	genes	rep	100.0
M17.2	LC	Q1	terms	rep_inc	14.285714285714286
M17.2	LC	Q1	genes	rep_inc	100.0
M17.2	LC	Q2	terms	rep_inc	14.285714285714286
M17.2	LC	Q2	genes	rep_inc	100.0
M17.2	LC	Q3	terms	rep_inc	14.285714285714286
M17.2	LC	Q3	genes	rep_inc	100.0
M17.2	PS	Q0	terms	rep	33.333333333333336
M17.2	PS	Q0	genes	rep	100.0
M17.2	PS	Q1	terms	rep_inc	13.333333333333334
M17.2	PS	Q1	genes	rep_inc	100.0
M17.2	PS	Q2	terms	rep_inc	6.666666666666667
M17.2	PS	Q2	genes	rep_inc	100.0
M17.2	PS	Q3	terms	rep_inc	6.666666666666667
M17.2	PS	Q3	genes	rep_inc	100.0
M17.2	Zhou	Q0	terms	rep	71.42857142857143
M17.2	Zhou	Q0	genes	rep	100.0
M17.2	Zhou	Q1	terms	rep_inc	14.285714285714286
M17.2	Zhou	Q1	genes	rep_inc	100.0
M17.2	Zhou	Q2	terms	rep_inc	14.285714285714286
M17.2	Zhou	Q2	genes	rep_inc	100.0
M17.2	Zhou	Q3	terms	rep_inc	14.285714285714286
M17.2	Zhou	Q3	genes	rep_inc	100.0
M17.2	Resnik	Q0	terms	rep	60.0
M17.2	Resnik	Q0	genes	rep	100.0
M17.2	Resnik	Q1	terms	rep_inc	20.0
M17.2	Resnik	Q1	genes	rep_inc	100.0
M17.2	Resnik	Q2	terms	rep_inc	20.0
M17.2	Resnik	Q2	genes	rep_inc	100.0
M17.2	Resnik	Q3	terms	rep_inc	20.0
M17.2	Resnik	Q3	genes	rep_inc	100.0
M17.2	Lin	Q0	terms	rep	25.0
M17.2	Lin	Q0	genes	rep	100.0
M17.2	Lin	Q1	terms	rep_inc	7.142857142857143
M17.2	Lin	Q1	genes	rep_inc	100.0
M17.2	Lin	Q2	terms	rep_inc	7.142857142857143
M17.2	Lin	Q2	genes	rep_inc	100.0
M17.2	Lin	Q3	terms	rep_inc	7.142857142857143
M17.2	Lin	Q3	genes	rep_inc	100.0
M17.2	Nunivers	Q0	terms	rep	37.93103448275862
M17.2	Nunivers	Q0	genes	rep	100.0
M17.2	Nunivers	Q1	terms	rep_inc	31.03448275862069
M17.2	Nunivers	Q1	genes	rep_inc	100.0
M17.2	Nunivers	Q2	terms	rep_inc	20.689655172413794
M17.2	Nunivers	Q2	genes	rep_inc	100.0
M17.2	Nunivers	Q3	terms	rep_inc	17.24137931034483
M17.2	Nunivers	Q3	genes	rep_inc	100.0
M17.2	AIC	Q0	terms	rep	46.666666666666664
M17.2	AIC	Q0	genes	rep	100.0
M17.2	AIC	Q1	terms	rep_inc	20.0
M17.2	AIC	Q1	genes	rep_inc	100.0
M17.2	AIC	Q2	terms	rep_inc	6.666666666666667
M17.2	AIC	Q2	genes	rep_inc	100.0
M17.2	AIC	Q3	terms	rep_inc	6.666666666666667
M17.2	AIC	Q3	genes	rep_inc	100.0
M17.2	DAVID	Q0	terms	rep	38.095238095238095
M17.2	DAVID	Q0	genes	rep	100.0
M17.2	DAVID	Q1	terms	rep_inc	33.333333333333336
M17.2	DAVID	Q1	genes	rep_inc	100.0
M17.2	DAVID	Q2	terms	rep_inc	28.571428571428573
M17.2	DAVID	Q2	genes	rep_inc	100.0
M17.2	DAVID	Q3	terms	rep_inc	28.571428571428573
M17.2	DAVID	Q3	genes	rep_inc	100.0
M204.0	DF	Q0	terms	rep	12.5
M204.0	DF	Q0	genes	rep	57.142857142857146
M204.0	DF	Q1	terms	rep_inc	12.5
M204.0	DF	Q1	genes	rep_inc	57.142857142857146
M204.0	DF	Q2	terms	rep_inc	3.125
M204.0	DF	Q2	genes	rep_inc	50.0
M204.0	DF	Q3	terms	rep_inc	3.125
M204.0	DF	Q3	genes	rep_inc	50.0
M204.0	Ganesan	Q0	terms	rep	80.0
M204.0	Ganesan	Q0	genes	rep	100.0
M204.0	Ganesan	Q1	terms	rep_inc	0.0
M204.0	Ganesan	Q1	genes	rep_inc	0.0
M204.0	Ganesan	Q2	terms	rep_inc	0.0
M204.0	Ganesan	Q2	genes	rep_inc	0.0
M204.0	Ganesan	Q3	terms	rep_inc	0.0
M204.0	Ganesan	Q3	genes	rep_inc	0.0
M204.0	LC	Q0	terms	rep	80.0
M204.0	LC	Q0	genes	rep	100.0
M204.0	LC	Q1	terms	rep_inc	0.0
M204.0	LC	Q1	genes	rep_inc	0.0
M204.0	LC	Q2	terms	rep_inc	0.0
M204.0	LC	Q2	genes	rep_inc	0.0
M204.0	LC	Q3	terms	rep_inc	0.0
M204.0	LC	Q3	genes	rep_inc	0.0
M204.0	PS	Q0	terms	rep	35.714285714285715
M204.0	PS	Q0	genes	rep	100.0
M204.0	PS	Q1	terms	rep_inc	0.0
M204.0	PS	Q1	genes	rep_inc	0.0
M204.0	PS	Q2	terms	rep_inc	0.0
M204.0	PS	Q2	genes	rep_inc	0.0
M204.0	PS	Q3	terms	rep_inc	0.0
M204.0	PS	Q3	genes	rep_inc	0.0
M204.0	Zhou	Q0	terms	rep	100.0
M204.0	Zhou	Q0	genes	rep	100.0
M204.0	Zhou	Q1	terms	rep_inc	0.0
M204.0	Zhou	Q1	genes	rep_inc	0.0
M204.0	Zhou	Q2	terms	rep_inc	0.0
M204.0	Zhou	Q2	genes	rep_inc	0.0
M204.0	Zhou	Q3	terms	rep_inc	0.0
M204.0	Zhou	Q3	genes	rep_inc	0.0
M204.0	Resnik	Q0	terms	rep	30.434782608695652
M204.0	Resnik	Q0	genes	rep	100.0
M204.0	Resnik	Q1	terms	rep_inc	13.043478260869565
M204.0	Resnik	Q1	genes	rep_inc	71.42857142857143
M204.0	Resnik	Q2	terms	rep_inc	4.3478260869565215
M204.0	Resnik	Q2	genes	rep_inc	50.0
M204.0	Resnik	Q3	terms	rep_inc	4.3478260869565215
M204.0	Resnik	Q3	genes	rep_inc	50.0
M204.0	Lin	Q0	terms	rep	66.66666666666667
M204.0	Lin	Q0	genes	rep	100.0
M204.0	Lin	Q1	terms	rep_inc	13.333333333333334
M204.0	Lin	Q1	genes	rep_inc	57.142857142857146
M204.0	Lin	Q2	terms	rep_inc	6.666666666666667
M204.0	Lin	Q2	genes	rep_inc	57.142857142857146
M204.0	Lin	Q3	terms	rep_inc	0.0
M204.0	Lin	Q3	genes	rep_inc	0.0
M204.0	Nunivers	Q0	terms	rep	18.181818181818183
M204.0	Nunivers	Q0	genes	rep	85.71428571428571
M204.0	Nunivers	Q1	terms	rep_inc	18.181818181818183
M204.0	Nunivers	Q1	genes	rep_inc	85.71428571428571
M204.0	Nunivers	Q2	terms	rep_inc	12.121212121212121
M204.0	Nunivers	Q2	genes	rep_inc	85.71428571428571
M204.0	Nunivers	Q3	terms	rep_inc	3.0303030303030303
M204.0	Nunivers	Q3	genes	rep_inc	50.0
M204.0	AIC	Q0	terms	rep	19.23076923076923
M204.0	AIC	Q0	genes	rep	85.71428571428571
M204.0	AIC	Q1	terms	rep_inc	19.23076923076923
M204.0	AIC	Q1	genes	rep_inc	85.71428571428571
M204.0	AIC	Q2	terms	rep_inc	7.6923076923076925
M204.0	AIC	Q2	genes	rep_inc	85.71428571428571
M204.0	AIC	Q3	terms	rep_inc	0.0
M204.0	AIC	Q3	genes	rep_inc	0.0
M204.0	DAVID	Q0	terms	rep	25.0
M204.0	DAVID	Q0	genes	rep	50.0
M204.0	DAVID	Q1	terms	rep_inc	25.0
M204.0	DAVID	Q1	genes	rep_inc	50.0
M204.0	DAVID	Q2	terms	rep_inc	18.75
M204.0	DAVID	Q2	genes	rep_inc	50.0
M204.0	DAVID	Q3	terms	rep_inc	6.25
M204.0	DAVID	Q3	genes	rep_inc	50.0
M17.1	DF	Q0	terms	rep	26.470588235294116
M17.1	DF	Q0	genes	rep	100.0
M17.1	DF	Q1	terms	rep_inc	20.58823529411765
M17.1	DF	Q1	genes	rep_inc	100.0
M17.1	DF	Q2	terms	rep_inc	8.823529411764707
M17.1	DF	Q2	genes	rep_inc	81.81818181818181
M17.1	DF	Q3	terms	rep_inc	5.882352941176471
