Module	SS	Quartile	type	variable	value
M7.4	Nunivers	Q0	genes	rep	98.11320754716981
M7.4	Nunivers	Q1	terms	rep_inc	26.013513513513512
M7.4	Nunivers	Q1	genes	rep_inc	92.45283018867924
M7.4	Nunivers	Q2	terms	rep_inc	14.864864864864865
M7.4	Nunivers	Q2	genes	rep_inc	74.52830188679245
M7.4	Nunivers	Q3	terms	rep_inc	6.756756756756757
M7.4	Nunivers	Q3	genes	rep_inc	50.943396226415096
M7.4	AIC	Q0	terms	rep	37.11790393013101
M7.4	AIC	Q0	genes	rep	98.11320754716981
M7.4	AIC	Q1	terms	rep_inc	33.18777292576419
M7.4	AIC	Q1	genes	rep_inc	92.45283018867924
M7.4	AIC	Q2	terms	rep_inc	17.903930131004365
M7.4	AIC	Q2	genes	rep_inc	69.81132075471699
M7.4	AIC	Q3	terms	rep_inc	6.11353711790393
M7.4	AIC	Q3	genes	rep_inc	33.0188679245283
M7.4	DAVID	Q0	terms	rep	50.0
M7.4	DAVID	Q0	genes	rep	21.69811320754717
M7.4	DAVID	Q1	terms	rep_inc	50.0
M7.4	DAVID	Q1	genes	rep_inc	21.69811320754717
M7.4	DAVID	Q2	terms	rep_inc	41.666666666666664
M7.4	DAVID	Q2	genes	rep_inc	16.9811320754717
M7.4	DAVID	Q3	terms	rep_inc	16.666666666666668
M7.4	DAVID	Q3	genes	rep_inc	8.49056603773585
M9.30	DF	Q0	terms	rep	25.714285714285715
M9.30	DF	Q0	genes	rep	89.28571428571429
M9.30	DF	Q1	terms	rep_inc	20.0
M9.30	DF	Q1	genes	rep_inc	82.14285714285714
M9.30	DF	Q2	terms	rep_inc	7.619047619047619
M9.30	DF	Q2	genes	rep_inc	50.0
M9.30	DF	Q3	terms	rep_inc	2.857142857142857
M9.30	DF	Q3	genes	rep_inc	32.142857142857146
M9.30	Ganesan	Q0	terms	rep	24.691358024691358
M9.30	Ganesan	Q0	genes	rep	96.42857142857143
M9.30	Ganesan	Q1	terms	rep_inc	11.11111111111111
M9.30	Ganesan	Q1	genes	rep_inc	67.85714285714286
M9.30	Ganesan	Q2	terms	rep_inc	3.7037037037037037
M9.30	Ganesan	Q2	genes	rep_inc	39.285714285714285
M9.30	Ganesan	Q3	terms	rep_inc	1.2345679012345678
M9.30	Ganesan	Q3	genes	rep_inc	25.0
M9.30	LC	Q0	terms	rep	47.36842105263158
M9.30	LC	Q0	genes	rep	100.0
M9.30	LC	Q1	terms	rep_inc	5.2631578947368425
M9.30	LC	Q1	genes	rep_inc	14.285714285714286
M9.30	LC	Q2	terms	rep_inc	0.0
M9.30	LC	Q2	genes	rep_inc	0.0
M9.30	LC	Q3	terms	rep_inc	0.0
M9.30	LC	Q3	genes	rep_inc	0.0
M9.30	PS	Q0	terms	rep	27.5
M9.30	PS	Q0	genes	rep	96.42857142857143
M9.30	PS	Q1	terms	rep_inc	10.0
M9.30	PS	Q1	genes	rep_inc	67.85714285714286
M9.30	PS	Q2	terms	rep_inc	2.5
M9.30	PS	Q2	genes	rep_inc	32.142857142857146
M9.30	PS	Q3	terms	rep_inc	1.25
M9.30	PS	Q3	genes	rep_inc	25.0
M9.30	Zhou	Q0	terms	rep	73.33333333333333
M9.30	Zhou	Q0	genes	rep	100.0
M9.30	Zhou	Q1	terms	rep_inc	0.0
M9.30	Zhou	Q1	genes	rep_inc	0.0
M9.30	Zhou	Q2	terms	rep_inc	0.0
M9.30	Zhou	Q2	genes	rep_inc	0.0
M9.30	Zhou	Q3	terms	rep_inc	0.0
M9.30	Zhou	Q3	genes	rep_inc	0.0
M9.30	Resnik	Q0	terms	rep	30.434782608695652
M9.30	Resnik	Q0	genes	rep	82.14285714285714
M9.30	Resnik	Q1	terms	rep_inc	11.594202898550725
M9.30	Resnik	Q1	genes	rep_inc	50.0
M9.30	Resnik	Q2	terms	rep_inc	4.3478260869565215
M9.30	Resnik	Q2	genes	rep_inc	32.142857142857146
M9.30	Resnik	Q3	terms	rep_inc	2.898550724637681
M9.30	Resnik	Q3	genes	rep_inc	25.0
M9.30	Lin	Q0	terms	rep	17.475728155339805
M9.30	Lin	Q0	genes	rep	82.14285714285714
M9.30	Lin	Q1	terms	rep_inc	8.737864077669903
M9.30	Lin	Q1	genes	rep_inc	64.28571428571429
M9.30	Lin	Q2	terms	rep_inc	1.941747572815534
M9.30	Lin	Q2	genes	rep_inc	32.142857142857146
M9.30	Lin	Q3	terms	rep_inc	0.970873786407767
M9.30	Lin	Q3	genes	rep_inc	25.0
M9.30	Nunivers	Q0	terms	rep	18.64406779661017
M9.30	Nunivers	Q0	genes	rep	85.71428571428571
M9.30	Nunivers	Q1	terms	rep_inc	16.10169491525424
M9.30	Nunivers	Q1	genes	rep_inc	82.14285714285714
M9.30	Nunivers	Q2	terms	rep_inc	5.932203389830509
M9.30	Nunivers	Q2	genes	rep_inc	46.42857142857143
M9.30	Nunivers	Q3	terms	rep_inc	3.389830508474576
M9.30	Nunivers	Q3	genes	rep_inc	32.142857142857146
M9.30	AIC	Q0	terms	rep	34.523809523809526
M9.30	AIC	Q0	genes	rep	96.42857142857143
M9.30	AIC	Q1	terms	rep_inc	20.238095238095237
M9.30	AIC	Q1	genes	rep_inc	82.14285714285714
M9.30	AIC	Q2	terms	rep_inc	7.142857142857143
M9.30	AIC	Q2	genes	rep_inc	50.0
M9.30	AIC	Q3	terms	rep_inc	2.380952380952381
M9.30	AIC	Q3	genes	rep_inc	32.142857142857146
M9.30	DAVID	Q0	terms	rep	50.0
M9.30	DAVID	Q0	genes	rep	35.714285714285715
M9.30	DAVID	Q1	terms	rep_inc	16.666666666666668
M9.30	DAVID	Q1	genes	rep_inc	14.285714285714286
M9.30	DAVID	Q2	terms	rep_inc	16.666666666666668
M9.30	DAVID	Q2	genes	rep_inc	14.285714285714286
M9.30	DAVID	Q3	terms	rep_inc	0.0
M9.30	DAVID	Q3	genes	rep_inc	0.0
M7.3	DF	Q0	terms	rep	39.54545454545455
M7.3	DF	Q0	genes	rep	100.0
M7.3	DF	Q1	terms	rep_inc	32.72727272727273
M7.3	DF	Q1	genes	rep_inc	91.33858267716535
M7.3	DF	Q2	terms	rep_inc	17.727272727272727
M7.3	DF	Q2	genes	rep_inc	77.95275590551181
M7.3	DF	Q3	terms	rep_inc	5.909090909090909
M7.3	DF	Q3	genes	rep_inc	48.031496062992126
M7.3	Ganesan	Q0	terms	rep	32.22222222222222
M7.3	Ganesan	Q0	genes	rep	98.4251968503937
M7.3	Ganesan	Q1	terms	rep_inc	25.185185185185187
M7.3	Ganesan	Q1	genes	rep_inc	91.33858267716535
M7.3	Ganesan	Q2	terms	rep_inc	8.88888888888889
M7.3	Ganesan	Q2	genes	rep_inc	70.07874015748031
M7.3	Ganesan	Q3	terms	rep_inc	2.2222222222222223
M7.3	Ganesan	Q3	genes	rep_inc	36.22047244094488
M7.3	LC	Q0	terms	rep	53.84615384615385
M7.3	LC	Q0	genes	rep	100.0
M7.3	LC	Q1	terms	rep_inc	0.0
M7.3	LC	Q1	genes	rep_inc	0.0
M7.3	LC	Q2	terms	rep_inc	0.0
M7.3	LC	Q2	genes	rep_inc	0.0
M7.3	LC	Q3	terms	rep_inc	0.0
M7.3	LC	Q3	genes	rep_inc	0.0
M7.3	PS	Q0	terms	rep	34.4
M7.3	PS	Q0	genes	rep	100.0
M7.3	PS	Q1	terms	rep_inc	26.0
M7.3	PS	Q1	genes	rep_inc	92.1259842519685
M7.3	PS	Q2	terms	rep_inc	7.6
M7.3	PS	Q2	genes	rep_inc	69.29133858267717
M7.3	PS	Q3	terms	rep_inc	1.2
M7.3	PS	Q3	genes	rep_inc	18.89763779527559
M7.3	Zhou	Q0	terms	rep	56.25
M7.3	Zhou	Q0	genes	rep	100.0
M7.3	Zhou	Q1	terms	rep_inc	12.5
M7.3	Zhou	Q1	genes	rep_inc	7.086614173228346
M7.3	Zhou	Q2	terms	rep_inc	0.0
M7.3	Zhou	Q2	genes	rep_inc	0.0
M7.3	Zhou	Q3	terms	rep_inc	0.0
M7.3	Zhou	Q3	genes	rep_inc	0.0
M7.3	Resnik	Q0	terms	rep	58.9622641509434
M7.3	Resnik	Q0	genes	rep	100.0
M7.3	Resnik	Q1	terms	rep_inc	43.39622641509434
M7.3	Resnik	Q1	genes	rep_inc	90.55118110236221
M7.3	Resnik	Q2	terms	rep_inc	17.92452830188679
M7.3	Resnik	Q2	genes	rep_inc	73.22834645669292
M7.3	Resnik	Q3	terms	rep_inc	6.60377358490566
M7.3	Resnik	Q3	genes	rep_inc	45.669291338582674
M7.3	Lin	Q0	terms	rep	40.8
M7.3	Lin	Q0	genes	rep	97.63779527559055
M7.3	Lin	Q1	terms	rep_inc	30.0
M7.3	Lin	Q1	genes	rep_inc	89.76377952755905
M7.3	Lin	Q2	terms	rep_inc	8.8
M7.3	Lin	Q2	genes	rep_inc	63.77952755905512
M7.3	Lin	Q3	terms	rep_inc	1.2
M7.3	Lin	Q3	genes	rep_inc	28.346456692913385
M7.3	Nunivers	Q0	terms	rep	32.818532818532816
M7.3	Nunivers	Q0	genes	rep	97.63779527559055
M7.3	Nunivers	Q1	terms	rep_inc	30.501930501930502
M7.3	Nunivers	Q1	genes	rep_inc	91.33858267716535
M7.3	Nunivers	Q2	terms	rep_inc	15.83011583011583
M7.3	Nunivers	Q2	genes	rep_inc	76.37795275590551
M7.3	Nunivers	Q3	terms	rep_inc	6.563706563706564
M7.3	Nunivers	Q3	genes	rep_inc	55.118110236220474
M7.3	AIC	Q0	terms	rep	39.320388349514566
M7.3	AIC	Q0	genes	rep	97.63779527559055
M7.3	AIC	Q1	terms	rep_inc	34.46601941747573
M7.3	AIC	Q1	genes	rep_inc	91.33858267716535
M7.3	AIC	Q2	terms	rep_inc	15.533980582524272
M7.3	AIC	Q2	genes	rep_inc	77.16535433070867
M7.3	AIC	Q3	terms	rep_inc	5.339805825242719
M7.3	AIC	Q3	genes	rep_inc	44.881889763779526
M7.3	DAVID	Q0	terms	rep	60.869565217391305
M7.3	DAVID	Q0	genes	rep	59.84251968503937
M7.3	DAVID	Q1	terms	rep_inc	56.52173913043478
M7.3	DAVID	Q1	genes	rep_inc	59.05511811023622
M7.3	DAVID	Q2	terms	rep_inc	39.130434782608695
M7.3	DAVID	Q2	genes	rep_inc	48.031496062992126
M7.3	DAVID	Q3	terms	rep_inc	13.043478260869565
M7.3	DAVID	Q3	genes	rep_inc	31.496062992125985
M7.2	DF	Q0	terms	rep	20.47244094488189
M7.2	DF	Q0	genes	rep	88.88888888888889
M7.2	DF	Q1	terms	rep_inc	18.11023622047244
M7.2	DF	Q1	genes	rep_inc	74.07407407407408
M7.2	DF	Q2	terms	rep_inc	11.023622047244094
M7.2	DF	Q2	genes	rep_inc	55.55555555555556
M7.2	DF	Q3	terms	rep_inc	4.724409448818897
M7.2	DF	Q3	genes	rep_inc	31.48148148148148
M7.2	Ganesan	Q0	terms	rep	22.307692307692307
M7.2	Ganesan	Q0	genes	rep	92.5925925925926
M7.2	Ganesan	Q1	terms	rep_inc	15.384615384615385
M7.2	Ganesan	Q1	genes	rep_inc	77.77777777777777
M7.2	Ganesan	Q2	terms	rep_inc	6.923076923076923
M7.2	Ganesan	Q2	genes	rep_inc	46.2962962962963
M7.2	Ganesan	Q3	terms	rep_inc	3.8461538461538463
M7.2	Ganesan	Q3	genes	rep_inc	31.48148148148148
M7.2	LC	Q0	terms	rep	52.63157894736842
M7.2	LC	Q0	genes	rep	100.0
M7.2	LC	Q1	terms	rep_inc	0.0
M7.2	LC	Q1	genes	rep_inc	0.0
M7.2	LC	Q2	terms	rep_inc	0.0
M7.2	LC	Q2	genes	rep_inc	0.0
M7.2	LC	Q3	terms	rep_inc	0.0
M7.2	LC	Q3	genes	rep_inc	0.0
M7.2	PS	Q0	terms	rep	29.62962962962963
M7.2	PS	Q0	genes	rep	98.14814814814815
M7.2	PS	Q1	terms	rep_inc	3.7037037037037037
M7.2	PS	Q1	genes	rep_inc	12.962962962962964
M7.2	PS	Q2	terms	rep_inc	0.0
M7.2	PS	Q2	genes	rep_inc	0.0
M7.2	PS	Q3	terms	rep_inc	0.0
M7.2	PS	Q3	genes	rep_inc	0.0
M7.2	Zhou	Q0	terms	rep	60.714285714285715
M7.2	Zhou	Q0	genes	rep	100.0
M7.2	Zhou	Q1	terms	rep_inc	0.0
M7.2	Zhou	Q1	genes	rep_inc	0.0
M7.2	Zhou	Q2	terms	rep_inc	0.0
M7.2	Zhou	Q2	genes	rep_inc	0.0
M7.2	Zhou	Q3	terms	rep_inc	0.0
M7.2	Zhou	Q3	genes	rep_inc	0.0
M7.2	Resnik	Q0	terms	rep	44.827586206896555
M7.2	Resnik	Q0	genes	rep	98.14814814814815
M7.2	Resnik	Q1	terms	rep_inc	25.28735632183908
M7.2	Resnik	Q1	genes	rep_inc	85.18518518518519
M7.2	Resnik	Q2	terms	rep_inc	10.344827586206897
M7.2	Resnik	Q2	genes	rep_inc	38.888888888888886
M7.2	Resnik	Q3	terms	rep_inc	6.896551724137931
M7.2	Resnik	Q3	genes	rep_inc	27.77777777777778
M7.2	Lin	Q0	terms	rep	25.0
M7.2	Lin	Q0	genes	rep	94.44444444444444
M7.2	Lin	Q1	terms	rep_inc	14.655172413793103
M7.2	Lin	Q1	genes	rep_inc	85.18518518518519
M7.2	Lin	Q2	terms	rep_inc	6.0344827586206895
M7.2	Lin	Q2	genes	rep_inc	35.18518518518518
M7.2	Lin	Q3	terms	rep_inc	3.4482758620689653
M7.2	Lin	Q3	genes	rep_inc	27.77777777777778
M7.2	Nunivers	Q0	terms	rep	25.217391304347824
M7.2	Nunivers	Q0	genes	rep	92.5925925925926
M7.2	Nunivers	Q1	terms	rep_inc	20.869565217391305
M7.2	Nunivers	Q1	genes	rep_inc	77.77777777777777
M7.2	Nunivers	Q2	terms	rep_inc	10.434782608695652
M7.2	Nunivers	Q2	genes	rep_inc	53.7037037037037
M7.2	Nunivers	Q3	terms	rep_inc	5.217391304347826
M7.2	Nunivers	Q3	genes	rep_inc	31.48148148148148
M7.2	AIC	Q0	terms	rep	35.526315789473685
M7.2	AIC	Q0	genes	rep	92.5925925925926
M7.2	AIC	Q1	terms	rep_inc	25.0
M7.2	AIC	Q1	genes	rep_inc	77.77777777777777
M7.2	AIC	Q2	terms	rep_inc	7.894736842105263
M7.2	AIC	Q2	genes	rep_inc	42.592592592592595
M7.2	AIC	Q3	terms	rep_inc	2.6315789473684212
M7.2	AIC	Q3	genes	rep_inc	9.25925925925926
M7.2	DAVID	Q0	terms	rep	33.333333333333336
M7.2	DAVID	Q0	genes	rep	5.555555555555555
M7.2	DAVID	Q1	terms	rep_inc	33.333333333333336
M7.2	DAVID	Q1	genes	rep_inc	5.555555555555555
M7.2	DAVID	Q2	terms	rep_inc	33.333333333333336
M7.2	DAVID	Q2	genes	rep_inc	5.555555555555555
M7.2	DAVID	Q3	terms	rep_inc	0.0
M7.2	DAVID	Q3	genes	rep_inc	0.0
M7.1	DF	Q0	terms	rep	42.67990074441688
M7.1	DF	Q0	genes	rep	98.59154929577464
M7.1	DF	Q1	terms	rep_inc	36.47642679900744
M7.1	DF	Q1	genes	rep_inc	98.59154929577464
M7.1	DF	Q2	terms	rep_inc	20.595533498759306
M7.1	DF	Q2	genes	rep_inc	84.50704225352112
M7.1	DF	Q3	terms	rep_inc	6.699751861042183
M7.1	DF	Q3	genes	rep_inc	47.88732394366197
M7.1	Ganesan	Q0	terms	rep	35.83959899749373
M7.1	Ganesan	Q0	genes	rep	97.88732394366197
M7.1	Ganesan	Q1	terms	rep_inc	30.827067669172934
M7.1	Ganesan	Q1	genes	rep_inc	97.88732394366197
M7.1	Ganesan	Q2	terms	rep_inc	11.278195488721805
M7.1	Ganesan	Q2	genes	rep_inc	70.4225352112676
M7.1	Ganesan	Q3	terms	rep_inc	2.255639097744361
M7.1	Ganesan	Q3	genes	rep_inc	35.91549295774648
M7.1	LC	Q0	terms	rep	38.52691218130312
M7.1	LC	Q0	genes	rep	100.0
M7.1	LC	Q1	terms	rep_inc	31.444759206798867
M7.1	LC	Q1	genes	rep_inc	96.47887323943662
M7.1	LC	Q2	terms	rep_inc	14.44759206798867
M7.1	LC	Q2	genes	rep_inc	73.94366197183099
M7.1	LC	Q3	terms	rep_inc	4.81586402266289
M7.1	LC	Q3	genes	rep_inc	38.028169014084504
M7.1	PS	Q0	terms	rep	36.36363636363637
M7.1	PS	Q0	genes	rep	98.59154929577464
M7.1	PS	Q1	terms	rep_inc	31.485587583148558
M7.1	PS	Q1	genes	rep_inc	97.1830985915493
M7.1	PS	Q2	terms	rep_inc	11.973392461197339
M7.1	PS	Q2	genes	rep_inc	80.28169014084507
M7.1	PS	Q3	terms	rep_inc	1.9955654101995566
M7.1	PS	Q3	genes	rep_inc	41.54929577464789
M7.1	Zhou	Q0	terms	rep	73.07692307692308
M7.1	Zhou	Q0	genes	rep	100.0
M7.1	Zhou	Q1	terms	rep_inc	7.6923076923076925
M7.1	Zhou	Q1	genes	rep_inc	6.338028169014085
M7.1	Zhou	Q2	terms	rep_inc	3.8461538461538463
M7.1	Zhou	Q2	genes	rep_inc	3.5211267605633805
M7.1	Zhou	Q3	terms	rep_inc	3.8461538461538463
M7.1	Zhou	Q3	genes	rep_inc	3.5211267605633805
M7.1	Resnik	Q0	terms	rep	58.52842809364549
M7.1	Resnik	Q0	genes	rep	100.0
M7.1	Resnik	Q1	terms	rep_inc	39.46488294314381
M7.1	Resnik	Q1	genes	rep_inc	98.59154929577464
M7.1	Resnik	Q2	terms	rep_inc	15.384615384615385
M7.1	Resnik	Q2	genes	rep_inc	73.2394366197183
M7.1	Resnik	Q3	terms	rep_inc	5.016722408026756
M7.1	Resnik	Q3	genes	rep_inc	35.91549295774648
M7.1	Lin	Q0	terms	rep	38.93333333333333
M7.1	Lin	Q0	genes	rep	99.29577464788733
M7.1	Lin	Q1	terms	rep_inc	26.933333333333334
M7.1	Lin	Q1	genes	rep_inc	90.84507042253522
M7.1	Lin	Q2	terms	rep_inc	8.266666666666667
M7.1	Lin	Q2	genes	rep_inc	61.267605633802816
M7.1	Lin	Q3	terms	rep_inc	2.1333333333333333
M7.1	Lin	Q3	genes	rep_inc	28.169014084507044
M7.1	Nunivers	Q0	terms	rep	38.082901554404145
M7.1	Nunivers	Q0	genes	rep	99.29577464788733
M7.1	Nunivers	Q1	terms	rep_inc	33.93782383419689
M7.1	Nunivers	Q1	genes	rep_inc	96.47887323943662
M7.1	Nunivers	Q2	terms	rep_inc	19.17098445595855
M7.1	Nunivers	Q2	genes	rep_inc	83.09859154929578
M7.1	Nunivers	Q3	terms	rep_inc	6.476683937823834
M7.1	Nunivers	Q3	genes	rep_inc	47.183098591549296
M7.1	AIC	Q0	terms	rep	51.36986301369863
M7.1	AIC	Q0	genes	rep	99.29577464788733
M7.1	AIC	Q1	terms	rep_inc	42.465753424657535
M7.1	AIC	Q1	genes	rep_inc	98.59154929577464
M7.1	AIC	Q2	terms	rep_inc	19.17808219178082
M7.1	AIC	Q2	genes	rep_inc	79.5774647887324
M7.1	AIC	Q3	terms	rep_inc	5.47945205479452
M7.1	AIC	Q3	genes	rep_inc	39.436619718309856
M7.1	DAVID	Q0	terms	rep	69.23076923076923
M7.1	DAVID	Q0	genes	rep	80.98591549295774
M7.1	DAVID	Q1	terms	rep_inc	57.69230769230769
M7.1	DAVID	Q1	genes	rep_inc	66.19718309859155
M7.1	DAVID	Q2	terms	rep_inc	34.61538461538461
M7.1	DAVID	Q2	genes	rep_inc	38.732394366197184
M7.1	DAVID	Q3	terms	rep_inc	13.461538461538462
M7.1	DAVID	Q3	genes	rep_inc	23.239436619718308
M8.79	DF	Q0	terms	rep	10.0
M8.79	DF	Q0	genes	rep	80.0
M8.79	DF	Q1	terms	rep_inc	0.0
M8.79	DF	Q1	genes	rep_inc	0.0
M8.79	DF	Q2	terms	rep_inc	0.0
M8.79	DF	Q2	genes	rep_inc	0.0
M8.79	DF	Q3	terms	rep_inc	0.0
M8.79	DF	Q3	genes	rep_inc	0.0
M8.79	Ganesan	Q0	terms	rep	20.0
M8.79	Ganesan	Q0	genes	rep	80.0
M8.79	Ganesan	Q1	terms	rep_inc	0.0
M8.79	Ganesan	Q1	genes	rep_inc	0.0
M8.79	Ganesan	Q2	terms	rep_inc	0.0
M8.79	Ganesan	Q2	genes	rep_inc	0.0
M8.79	Ganesan	Q3	terms	rep_inc	0.0
M8.79	Ganesan	Q3	genes	rep_inc	0.0
M8.79	LC	Q0	terms	rep	16.666666666666668
M8.79	LC	Q0	genes	rep	80.0
M8.79	LC	Q1	terms	rep_inc	0.0
M8.79	LC	Q1	genes	rep_inc	0.0
M8.79	LC	Q2	terms	rep_inc	0.0
M8.79	LC	Q2	genes	rep_inc	0.0
M8.79	LC	Q3	terms	rep_inc	0.0
M8.79	LC	Q3	genes	rep_inc	0.0
M8.79	PS	Q0	terms	rep	0.0
M8.79	PS	Q0	genes	rep	0.0
M8.79	PS	Q1	terms	rep_inc	0.0
M8.79	PS	Q1	genes	rep_inc	0.0
M8.79	PS	Q2	terms	rep_inc	0.0
M8.79	PS	Q2	genes	rep_inc	0.0
M8.79	PS	Q3	terms	rep_inc	0.0
M8.79	PS	Q3	genes	rep_inc	0.0
M8.79	Zhou	Q0	terms	rep	11.11111111111111
M8.79	Zhou	Q0	genes	rep	80.0
M8.79	Zhou	Q1	terms	rep_inc	0.0
M8.79	Zhou	Q1	genes	rep_inc	0.0
M8.79	Zhou	Q2	terms	rep_inc	0.0
M8.79	Zhou	Q2	genes	rep_inc	0.0
M8.79	Zhou	Q3	terms	rep_inc	0.0
M8.79	Zhou	Q3	genes	rep_inc	0.0
M8.79	Resnik	Q0	terms	rep	0.0
M8.79	Resnik	Q0	genes	rep	0.0
M8.79	Resnik	Q1	terms	rep_inc	0.0
M8.79	Resnik	Q1	genes	rep_inc	0.0
M8.79	Resnik	Q2	terms	rep_inc	0.0
M8.79	Resnik	Q2	genes	rep_inc	0.0
M8.79	Resnik	Q3	terms	rep_inc	0.0
M8.79	Resnik	Q3	genes	rep_inc	0.0
M8.79	Lin	Q0	terms	rep	0.0
M8.79	Lin	Q0	genes	rep	0.0
M8.79	Lin	Q1	terms	rep_inc	0.0
M8.79	Lin	Q1	genes	rep_inc	0.0
M8.79	Lin	Q2	terms	rep_inc	0.0
M8.79	Lin	Q2	genes	rep_inc	0.0
M8.79	Lin	Q3	terms	rep_inc	0.0
M8.79	Lin	Q3	genes	rep_inc	0.0
M8.79	Nunivers	Q0	terms	rep	20.0
M8.79	Nunivers	Q0	genes	rep	100.0
M8.79	Nunivers	Q1	terms	rep_inc	0.0
M8.79	Nunivers	Q1	genes	rep_inc	0.0
M8.79	Nunivers	Q2	terms	rep_inc	0.0
M8.79	Nunivers	Q2	genes	rep_inc	0.0
M8.79	Nunivers	Q3	terms	rep_inc	0.0
M8.79	Nunivers	Q3	genes	rep_inc	0.0
M8.79	AIC	Q0	terms	rep	14.285714285714286
M8.79	AIC	Q0	genes	rep	80.0
M8.79	AIC	Q1	terms	rep_inc	0.0
M8.79	AIC	Q1	genes	rep_inc	0.0
M8.79	AIC	Q2	terms	rep_inc	0.0
M8.79	AIC	Q2	genes	rep_inc	0.0
M8.79	AIC	Q3	terms	rep_inc	0.0
M8.79	AIC	Q3	genes	rep_inc	0.0
M8.79	DAVID	Q0	terms	rep	0.0
M8.79	DAVID	Q0	genes	rep	0.0
M8.79	DAVID	Q1	terms	rep_inc	0.0
M8.79	DAVID	Q1	genes	rep_inc	0.0
M8.79	DAVID	Q2	terms	rep_inc	0.0
M8.79	DAVID	Q2	genes	rep_inc	0.0
M8.79	DAVID	Q3	terms	rep_inc	0.0
M8.79	DAVID	Q3	genes	rep_inc	0.0
M8.78	DF	Q0	terms	rep	14.285714285714286
M8.78	DF	Q0	genes	rep	75.0
M8.78	DF	Q1	terms	rep_inc	7.142857142857143
M8.78	DF	Q1	genes	rep_inc	50.0
M8.78	DF	Q2	terms	rep_inc	7.142857142857143
M8.78	DF	Q2	genes	rep_inc	50.0
M8.78	DF	Q3	terms	rep_inc	0.0
M8.78	DF	Q3	genes	rep_inc	0.0
M8.78	Ganesan	Q0	terms	rep	66.66666666666667
M8.78	Ganesan	Q0	genes	rep	100.0
M8.78	Ganesan	Q1	terms	rep_inc	0.0
M8.78	Ganesan	Q1	genes	rep_inc	0.0
M8.78	Ganesan	Q2	terms	rep_inc	0.0
M8.78	Ganesan	Q2	genes	rep_inc	0.0
M8.78	Ganesan	Q3	terms	rep_inc	0.0
M8.78	Ganesan	Q3	genes	rep_inc	0.0
M8.78	LC	Q0	terms	rep	66.66666666666667
M8.78	LC	Q0	genes	rep	100.0
M8.78	LC	Q1	terms	rep_inc	0.0
M8.78	LC	Q1	genes	rep_inc	0.0
M8.78	LC	Q2	terms	rep_inc	0.0
M8.78	LC	Q2	genes	rep_inc	0.0
M8.78	LC	Q3	terms	rep_inc	0.0
M8.78	LC	Q3	genes	rep_inc	0.0
M8.78	PS	Q0	terms	rep	21.428571428571427
M8.78	PS	Q0	genes	rep	75.0
M8.78	PS	Q1	terms	rep_inc	7.142857142857143
M8.78	PS	Q1	genes	rep_inc	50.0
M8.78	PS	Q2	terms	rep_inc	7.142857142857143
M8.78	PS	Q2	genes	rep_inc	50.0
M8.78	PS	Q3	terms	rep_inc	0.0
M8.78	PS	Q3	genes	rep_inc	0.0
M8.78	Zhou	Q0	terms	rep	66.66666666666667
M8.78	Zhou	Q0	genes	rep	100.0
M8.78	Zhou	Q1	terms	rep_inc	0.0
M8.78	Zhou	Q1	genes	rep_inc	0.0
M8.78	Zhou	Q2	terms	rep_inc	0.0
M8.78	Zhou	Q2	genes	rep_inc	0.0
M8.78	Zhou	Q3	terms	rep_inc	0.0
M8.78	Zhou	Q3	genes	rep_inc	0.0
M8.78	Resnik	Q0	terms	rep	37.5
M8.78	Resnik	Q0	genes	rep	75.0
M8.78	Resnik	Q1	terms	rep_inc	12.5
M8.78	Resnik	Q1	genes	rep_inc	50.0
M8.78	Resnik	Q2	terms	rep_inc	12.5
M8.78	Resnik	Q2	genes	rep_inc	50.0
M8.78	Resnik	Q3	terms	rep_inc	0.0
M8.78	Resnik	Q3	genes	rep_inc	0.0
M8.78	Lin	Q0	terms	rep	30.0
M8.78	Lin	Q0	genes	rep	75.0
M8.78	Lin	Q1	terms	rep_inc	10.0
M8.78	Lin	Q1	genes	rep_inc	50.0
M8.78	Lin	Q2	terms	rep_inc	10.0
M8.78	Lin	Q2	genes	rep_inc	50.0
M8.78	Lin	Q3	terms	rep_inc	0.0
M8.78	Lin	Q3	genes	rep_inc	0.0
M8.78	Nunivers	Q0	terms	rep	9.523809523809524
M8.78	Nunivers	Q0	genes	rep	37.5
M8.78	Nunivers	Q1	terms	rep_inc	9.523809523809524
M8.78	Nunivers	Q1	genes	rep_inc	37.5
M8.78	Nunivers	Q2	terms	rep_inc	4.761904761904762
M8.78	Nunivers	Q2	genes	rep_inc	37.5
M8.78	Nunivers	Q3	terms	rep_inc	4.761904761904762
M8.78	Nunivers	Q3	genes	rep_inc	37.5
M8.78	AIC	Q0	terms	rep	16.666666666666668
M8.78	AIC	Q0	genes	rep	75.0
M8.78	AIC	Q1	terms	rep_inc	8.333333333333334
M8.78	AIC	Q1	genes	rep_inc	50.0
M8.78	AIC	Q2	terms	rep_inc	8.333333333333334
M8.78	AIC	Q2	genes	rep_inc	50.0
M8.78	AIC	Q3	terms	rep_inc	0.0
M8.78	AIC	Q3	genes	rep_inc	0.0
M8.78	DAVID	Q0	terms	rep	0.0
M8.78	DAVID	Q0	genes	rep	0.0
M8.78	DAVID	Q1	terms	rep_inc	0.0
M8.78	DAVID	Q1	genes	rep_inc	0.0
